Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
D6RIB6	D6RIB6_HUMAN	10296	9606	ENSG00000090316	MAEA	macrophage erythroblast attacher	protein-coding
E7EW69	E7EW69_HUMAN	151011	9606	ENSG00000186522	SEPTIN10	septin 10	protein-coding
A0A087WV97	A0A087WV97_HUMAN	64744	9606	ENSG00000084070	SMAP2	small ArfGAP2	protein-coding
A0A0A0MR11	A0A0A0MR11_HUMAN	7581	9606	ENSG00000189180	ZNF33A	zinc finger protein 33A	protein-coding
E9PJX9	E9PJX9_HUMAN	7553	9606	ENSG00000147789	ZNF7	zinc finger protein 7	protein-coding
F5H6I7	F5H6I7_HUMAN	25923	9606	ENSG00000184743	ATL3	atlastin GTPase 3	protein-coding
A0A2R8Y7J6	A0A2R8Y7J6_HUMAN	84529	9606	ENSG00000186073	C15orf41	chromosome 15 open reading frame 41	protein-coding
A0A2R8Y651	A0A2R8Y651_HUMAN	126326	9606	ENSG00000179855	GIPC3	GIPC PDZ domain containing family member 3	protein-coding
A0A1W2PQA1	A0A1W2PQA1_HUMAN	5978	9606	ENSG00000084093	REST	RE1 silencing transcription factor	protein-coding
A0A7I2V5R6	A0A7I2V5R6_HUMAN	2778	9606	ENSG00000087460	GNAS	GNAS complex locus	protein-coding
A0A7I2V2I8	A0A7I2V2I8_HUMAN	8575	9606	ENSG00000180228	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	protein-coding
A0A7P0T9H8	A0A7P0T9H8_HUMAN	8638	9606	ENSG00000135114	OASL	2'-5'-oligoadenylate synthetase like	protein-coding
A0A494C1F5	A0A494C1F5_HUMAN	3084	9606	ENSG00000157168	NRG1	neuregulin 1	protein-coding
A0A2U3TZT1	A0A2U3TZT1_HUMAN	221491	9606	ENSG00000186577	SMIM29	small integral membrane protein 29	protein-coding
A0A1B0GU44	A0A1B0GU44_HUMAN	10659	9606	ENSG00000048740	CELF2	CUGBP Elav-like family member 2	protein-coding
E7EM83	E7EM83_HUMAN	5799	9606	ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2	protein-coding
C9JEV6	C9JEV6_HUMAN	55577	9606	ENSG00000124357	NAGK	N-acetylglucosamine kinase	protein-coding
X6RGC9	X6RGC9_HUMAN	7305	9606	ENSG00000011600	TYROBP	transmembrane immune signaling adaptor TYROBP	protein-coding
F8W7F7	F8W7F7_HUMAN	222068	9606	ENSG00000158604	TMED4	transmembrane p24 trafficking protein 4	protein-coding
A0A804HKD7	A0A804HKD7_HUMAN	9910	9606	ENSG00000152061	RABGAP1L	RAB GTPase activating protein 1 like	protein-coding
E5RIH5	E5RIH5_HUMAN	80185	9606	ENSG00000129696	TTI2	TELO2 interacting protein 2	protein-coding
I3L2P9	I3L2P9_HUMAN	10750	9606	ENSG00000154016	GRAP	GRB2 related adaptor protein	protein-coding
A0A096LPC5	A0A096LPC5_HUMAN	253725	9606	ENSG00000172661	WASHC2C	WASH complex subunit 2C	protein-coding
E9PCN4	E9PCN4_HUMAN	2121	9606	ENSG00000072840	EVC	EvC ciliary complex subunit 1	protein-coding
A6NEC3	A6NEC3_HUMAN	728395	9606	ENSG00000233803	TSPY4	testis specific protein Y-linked 4	protein-coding
A0A0A0MTT2	A0A0A0MTT2_HUMAN	84527	9606	ENSG00000188321	ZNF559	zinc finger protein 559	protein-coding
J3KSE3	J3KSE3_HUMAN	54894	9606	ENSG00000108375	RNF43	ring finger protein 43	protein-coding
F5H7W1	F5H7W1_HUMAN	80067	9606	ENSG00000115827	DCAF17	DDB1 and CUL4 associated factor 17	protein-coding
R4GN72	R4GN72_HUMAN	9114	9606	ENSG00000159720	ATP6V0D1	ATPase H+ transporting V0 subunit d1	protein-coding
A0A087WXM8	A0A087WXM8_HUMAN	4059	9606	ENSG00000187244	BCAM	basal cell adhesion molecule (Lutheran blood group)	protein-coding
F8W7W8	F8W7W8_HUMAN	3077	9606	ENSG00000010704	HFE	homeostatic iron regulator	protein-coding
E7ESJ7	E7ESJ7_HUMAN	10827	9606	ENSG00000055147	FAM114A2	family with sequence similarity 114 member A2	protein-coding
F8W0C9	F8W0C9_HUMAN	163059	9606	ENSG00000197647	ZNF433	zinc finger protein 433	protein-coding
M0QYK4	M0QYK4_HUMAN	7757	9606	ENSG00000160321	ZNF208	zinc finger protein 208	protein-coding
F2Z2Y1	F2Z2Y1_HUMAN	2070	9606	ENSG00000112319	EYA4	EYA transcriptional coactivator and phosphatase 4	protein-coding
I3L2J3	I3L2J3_HUMAN	92162	9606	ENSG00000167874	TMEM88	transmembrane protein 88	protein-coding
F8VNR3	F8VNR3_HUMAN	7039	9606	ENSG00000163235	TGFA	transforming growth factor alpha	protein-coding
F8WEF5	F8WEF5_HUMAN	57661	9606	ENSG00000070047	PHRF1	PHD and ring finger domains 1	protein-coding
E7ER32	E7ER32_HUMAN	57591	9606	ENSG00000196588	MRTFA	myocardin related transcription factor A	protein-coding
F6S289	F6S289_HUMAN	79810	9606	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2	protein-coding
A0A0A0MTN4	A0A0A0MTN4_HUMAN	93377	9606	ENSG00000197430	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	protein-coding
F5GZ28	F5GZ28_HUMAN	3978	9606	ENSG00000105486	LIG1	DNA ligase 1	protein-coding
F5H459	F5H459_HUMAN	1176	9606	ENSG00000177879	AP3S1	adaptor related protein complex 3 subunit sigma 1	protein-coding
G3V2U7	G3V2U7_HUMAN	97	9606	ENSG00000119640	ACYP1	acylphosphatase 1	protein-coding
F5GX88	F5GX88_HUMAN	2022	9606	ENSG00000106991	ENG	endoglin	protein-coding
M0R366	M0R366_HUMAN	79187	9606	ENSG00000105255	FSD1	fibronectin type III and SPRY domain containing 1	protein-coding
A0A087WTC6	A0A087WTC6_HUMAN	84057	9606	ENSG00000121211	MND1	meiotic nuclear divisions 1	protein-coding
S4R438	S4R438_HUMAN	8509	9606	ENSG00000272916	NDST2	N-deacetylase and N-sulfotransferase 2	protein-coding
A0A140TA67	A0A140TA67_HUMAN	100507608	9606	ENSG00000267635	KRTAP9-6	keratin associated protein 9-6	protein-coding
A0A6Q8PFU3	A0A6Q8PFU3_HUMAN	5048	9606	ENSG00000007168	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	protein-coding
A0A7P0N7C4	A0A7P0N7C4_HUMAN	7701	9606	ENSG00000115568	ZNF142	zinc finger protein 142	protein-coding
J3KSI9	J3KSI9_HUMAN	84923	9606	ENSG00000133193	FAM104A	family with sequence similarity 104 member A	protein-coding
A0A804HI18	A0A804HI18_HUMAN	1798	9606	ENSG00000172269	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein-coding
A0A1B0GTF3	A0A1B0GTF3_HUMAN	259217	9606	ENSG00000165868	HSPA12A	heat shock protein family A (Hsp70) member 12A	protein-coding
E7ETG2	E7ETG2_HUMAN	10595	9606	ENSG00000134398	ERN2	endoplasmic reticulum to nucleus signaling 2	protein-coding
G3V1M2	G3V1M2_HUMAN	51643	9606	ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4	protein-coding
F8W881	F8W881_HUMAN	54954	9606	ENSG00000184083	FAM120C	family with sequence similarity 120C	protein-coding
A0A0A0MRK1	A0A0A0MRK1_HUMAN	54865	9606	ENSG00000160818	GPATCH4	G-patch domain containing 4	protein-coding
A0A0A0MSE8	A0A0A0MSE8_HUMAN	11065	9606	ENSG00000175063	UBE2C	ubiquitin conjugating enzyme E2 C	protein-coding
H0Y9M2	H0Y9M2_HUMAN	152485	9606	ENSG00000151612	ZNF827	zinc finger protein 827	protein-coding
A0A087WYF9	A0A087WYF9_HUMAN	100316904	9606	ENSG00000205307	SAP25	Sin3A associated protein 25	protein-coding
B5MCT2	B5MCT2_HUMAN	2115	9606	ENSG00000006468	ETV1	ETS variant transcription factor 1	protein-coding
E7EQD3	E7EQD3_HUMAN	57343	9606	ENSG00000131845	ZNF304	zinc finger protein 304	protein-coding
E9PDF6	E9PDF6_HUMAN	4430	9606	ENSG00000128641	MYO1B	myosin IB	protein-coding
E9PE95	E9PE95_HUMAN	150763	9606	ENSG00000186281	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	protein-coding
E9PDU5	E9PDU5_HUMAN	11180	9606	ENSG00000178252	WDR6	WD repeat domain 6	protein-coding
E9PFH7	E9PFH7_HUMAN	23162	9606	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	protein-coding
A0A0C4DH47	A0A0C4DH47_HUMAN	6916	9606	ENSG00000059377	TBXAS1	thromboxane A synthase 1	protein-coding
B7WPD9	B7WPD9_HUMAN	55083	9606	ENSG00000162849	KIF26B	kinesin family member 26B	protein-coding
A0A0A0MRX1	A0A0A0MRX1_HUMAN	1993	9606	ENSG00000107105	ELAVL2	ELAV like RNA binding protein 2	protein-coding
A0A0A0MSM0	A0A0A0MSM0_HUMAN	10808	9606	ENSG00000120694	HSPH1	heat shock protein family H (Hsp110) member 1	protein-coding
A0A0A0MT52	A0A0A0MT52_HUMAN	59350	9606	ENSG00000171509	RXFP1	relaxin family peptide receptor 1	protein-coding
C9J4H2	C9J4H2_HUMAN	55654	9606	ENSG00000135956	TMEM127	transmembrane protein 127	protein-coding
F5GXC5	F5GXC5_HUMAN	81533	9606	ENSG00000129636	ITFG1	integrin alpha FG-GAP repeat containing 1	protein-coding
H3BNJ8	H3BNJ8_HUMAN	146310	9606	ENSG00000179580	RNF151	ring finger protein 151	protein-coding
A0A0A0MQR4	A0A0A0MQR4_HUMAN	23152	9606	ENSG00000079432	CIC	capicua transcriptional repressor	protein-coding
E7EQ45	E7EQ45_HUMAN	55745	9606	ENSG00000053770	AP5M1	adaptor related protein complex 5 subunit mu 1	protein-coding
E9PJV7	E9PJV7_HUMAN	399979	9606	ENSG00000120451	SNX19	sorting nexin 19	protein-coding
C9IY40	C9IY40_HUMAN	51069	9606	ENSG00000112651	MRPL2	mitochondrial ribosomal protein L2	protein-coding
A0A0C4DG42	A0A0C4DG42_HUMAN	80778	9606	ENSG00000196378	ZNF34	zinc finger protein 34	protein-coding
A0A075B6T4	A0A075B6T4_HUMAN	55709	9606	ENSG00000123444	KBTBD4	kelch repeat and BTB domain containing 4	protein-coding
M0R1N0	M0R1N0_HUMAN	55295	9606	ENSG00000167487	KLHL26	kelch like family member 26	protein-coding
B7WPH3	B7WPH3_HUMAN	27443	9606	ENSG00000099954	CECR2	CECR2 histone acetyl-lysine reader	protein-coding
S4R3U4	S4R3U4_HUMAN	55294	9606	ENSG00000109670	FBXW7	F-box and WD repeat domain containing 7	protein-coding
A0A0A0MSZ4	A0A0A0MSZ4_HUMAN	2232	9606	ENSG00000161513	FDXR	ferredoxin reductase	protein-coding
A0A087X2C2	A0A087X2C2_HUMAN	388650	9606	ENSG00000154511	DIPK1A	divergent protein kinase domain 1A	protein-coding
A0A087WYJ2	A0A087WYJ2_HUMAN	5424	9606	ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	protein-coding
H3BP20	H3BP20_HUMAN	3073	9606	ENSG00000213614	HEXA	hexosaminidase subunit alpha	protein-coding
M0R0W6	M0R0W6_HUMAN	558	9606	ENSG00000167601	AXL	AXL receptor tyrosine kinase	protein-coding
A0A087WY09	A0A087WY09_HUMAN	7270	9606	ENSG00000125482	TTF1	transcription termination factor 1	protein-coding
F8W8C1	F8W8C1_HUMAN	440730	9606	ENSG00000119283	TRIM67	tripartite motif containing 67	protein-coding
Q5VYB9	Q5VYB9_HUMAN	84918	9606	ENSG00000120256	LRP11	LDL receptor related protein 11	protein-coding
E5RI64	E5RI64_HUMAN	6440	9606	ENSG00000168484	SFTPC	surfactant protein C	protein-coding
J3KR83	J3KR83_HUMAN	10699	9606	ENSG00000145244	CORIN	corin, serine peptidase	protein-coding
A0A3B3ITI2	A0A3B3ITI2_HUMAN	55093	9606	ENSG00000156795	NTAQ1	N-terminal glutamine amidase 1	protein-coding
A0A2R8Y7B3	A0A2R8Y7B3_HUMAN	9750	9606	ENSG00000111913	RIPOR2	RHO family interacting cell polarization regulator 2	protein-coding
A0A2R8Y7F9	A0A2R8Y7F9_HUMAN	2993	9606	ENSG00000170180	GYPA	glycophorin A (MNS blood group)	protein-coding
A0A2C9F2M6	A0A2C9F2M6_HUMAN	120793	9606	ENSG00000183389	OR56A4	olfactory receptor family 56 subfamily A member 4	protein-coding
A0A494BXC7	A0A494BXC7_HUMAN	51727	9606	ENSG00000162368	CMPK1	cytidine/uridine monophosphate kinase 1	protein-coding
A0A6Q8PGD2	A0A6Q8PGD2_HUMAN	2903	9606	ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	protein-coding
A0A7P0Z4C2	A0A7P0Z4C2_HUMAN	10280	9606	ENSG00000147955	SIGMAR1	sigma non-opioid intracellular receptor 1	protein-coding
A0A3B3ITM8	A0A3B3ITM8_HUMAN	57393	9606	ENSG00000147003	CLTRN	collectrin, amino acid transport regulator	protein-coding
A0A2R8Y5T2	A0A2R8Y5T2_HUMAN	54212	9606	ENSG00000147481	SNTG1	syntrophin gamma 1	protein-coding
C9JQV6	C9JQV6_HUMAN	4287	9606	ENSG00000066427	ATXN3	ataxin 3	protein-coding
E9PS93	E9PS93_HUMAN	64776	9606	ENSG00000137720	C11orf1	chromosome 11 open reading frame 1	protein-coding
Q5T321	Q5T321_HUMAN	26960	9606	ENSG00000172915	NBEA	neurobeachin	protein-coding
A6NNA4	A6NNA4_HUMAN	8785	9606	ENSG00000124159	MATN4	matrilin 4	protein-coding
A0A0A0MTG5	A0A0A0MTG5_HUMAN	3574	9606	ENSG00000104432	IL7	interleukin 7	protein-coding
A0A087WTZ5	A0A087WTZ5_HUMAN	51035	9606	ENSG00000162191	UBXN1	UBX domain protein 1	protein-coding
A8MT87	A8MT87_HUMAN	5409	9606	ENSG00000141744	PNMT	phenylethanolamine N-methyltransferase	protein-coding
A0A087WZY5	A0A087WZY5_HUMAN	1288	9606	ENSG00000197565	COL4A6	collagen type IV alpha 6 chain	protein-coding
A0A087WWU8	A0A087WWU8_HUMAN	7170	9606	ENSG00000143549	TPM3	tropomyosin 3	protein-coding
A0A0A0MQS7	A0A0A0MQS7_HUMAN	3292	9606	ENSG00000108786	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	protein-coding
E7EQG5	E7EQG5_HUMAN	222256	9606	ENSG00000128536	CDHR3	cadherin related family member 3	protein-coding
B9A071	B9A071_HUMAN	57533	9606	ENSG00000132405	TBC1D14	TBC1 domain family member 14	protein-coding
B7WP89	B7WP89_HUMAN	80167	9606	ENSG00000164074	ABHD18	abhydrolase domain containing 18	protein-coding
U3KPW2	U3KPW2_HUMAN	729533	9606	ENSG00000196550	FAM72A	family with sequence similarity 72 member A	protein-coding
E7ES60	E7ES60_HUMAN	83871	9606	ENSG00000109113	RAB34	RAB34, member RAS oncogene family	protein-coding
E7EVD6	E7EVD6_HUMAN	23284	9606	ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3	protein-coding
A0A0A0MTN9	A0A0A0MTN9_HUMAN	2232	9606	ENSG00000161513	FDXR	ferredoxin reductase	protein-coding
C9JNS8	C9JNS8_HUMAN	392862	9606	ENSG00000215045	GRID2IP	Grid2 interacting protein	protein-coding
A0A0A0MQY9	A0A0A0MQY9_HUMAN	11202	9606	ENSG00000129455	KLK8	kallikrein related peptidase 8	protein-coding
A0A0C4DFN3	A0A0C4DFN3_HUMAN	11343	9606	ENSG00000074416	MGLL	monoglyceride lipase	protein-coding
F5H0U3	F5H0U3_HUMAN	80975	9606	ENSG00000166682	TMPRSS5	transmembrane serine protease 5	protein-coding
F5GYN0	F5GYN0_HUMAN	121006	9606	ENSG00000185958	FAM186A	family with sequence similarity 186 member A	protein-coding
Q5JRI1	Q5JRI1_HUMAN	10772	9606	ENSG00000188529	SRSF10	serine and arginine rich splicing factor 10	protein-coding
A0A087WSY1	A0A087WSY1_HUMAN	4593	9606	ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase	protein-coding
A0A087WWM0	A0A087WWM0_HUMAN	27095	9606	ENSG00000054116	TRAPPC3	trafficking protein particle complex 3	protein-coding
A0A087WW65	A0A087WW65_HUMAN	22	9606	ENSG00000131269	ABCB7	ATP binding cassette subfamily B member 7	protein-coding
K7EIZ3	K7EIZ3_HUMAN	55111	9606	ENSG00000104886	PLEKHJ1	pleckstrin homology domain containing J1	protein-coding
A0A2R8YGL3	A0A2R8YGL3_HUMAN	349565	9606	ENSG00000163864	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	protein-coding
A0A1W2PRJ8	A0A1W2PRJ8_HUMAN	254887	9606	ENSG00000184307	ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23	protein-coding
J3KNJ8	J3KNJ8_HUMAN	3338	9606	ENSG00000110011	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	protein-coding
A0A0A0MSH9	A0A0A0MSH9_HUMAN	9557	9606	ENSG00000131778	CHD1L	chromodomain helicase DNA binding protein 1 like	protein-coding
F6T8Q0	F6T8Q0_HUMAN	6595	9606	ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
F6QMI7	F6QMI7_HUMAN	667	9606	ENSG00000151914	DST	dystonin	protein-coding
A0A087WTM5	A0A087WTM5_HUMAN	80196	9606	ENSG00000170633	RNF34	ring finger protein 34	protein-coding
D6REB3	D6REB3_HUMAN	57801	9606	ENSG00000188290	HES4	hes family bHLH transcription factor 4	protein-coding
F8W9F9	F8W9F9_HUMAN	65268	9606	ENSG00000165238	WNK2	WNK lysine deficient protein kinase 2	protein-coding
A0A0B4J1R6	A0A0B4J1R6_HUMAN	7086	9606	ENSG00000163931	TKT	transketolase	protein-coding
F6VDE0	F6VDE0_HUMAN	6595	9606	ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
A0A0C4DFX9	A0A0C4DFX9_HUMAN	7469	9606	ENSG00000185049	NELFA	negative elongation factor complex member A	protein-coding
A0A0G2JPZ2	A0A0G2JPZ2_HUMAN	353164	9606	ENSG00000273505	TAS2R42	taste 2 receptor member 42	protein-coding
E7EPS7	E7EPS7_HUMAN	80213	9606	ENSG00000184277	TM2D3	TM2 domain containing 3	protein-coding
E9PEI2	E9PEI2_HUMAN	57593	9606	ENSG00000088881	EBF4	EBF family member 4	protein-coding
B8ZZF2	B8ZZF2_HUMAN	151525	9606	ENSG00000196151	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	protein-coding
K7EJ64	K7EJ64_HUMAN	84617	9606	ENSG00000176014	TUBB6	tubulin beta 6 class V	protein-coding
A0A0A0MSK4	A0A0A0MSK4_HUMAN	26086	9606	ENSG00000160360	GPSM1	G protein signaling modulator 1	protein-coding
F5H6C6	F5H6C6_HUMAN	221191	9606	ENSG00000103023	PRSS54	serine protease 54	protein-coding
H0YIS1	H0YIS1_HUMAN	1302	9606	ENSG00000204248	COL11A2	collagen type XI alpha 2 chain	protein-coding
I3L265	I3L265_HUMAN	124222	9606	ENSG00000162073	PAQR4	progestin and adipoQ receptor family member 4	protein-coding
J3KNB5	J3KNB5_HUMAN	493869	9606	ENSG00000164294	GPX8	glutathione peroxidase 8 (putative)	protein-coding
J3KNF5	J3KNF5_HUMAN	80184	9606	ENSG00000198707	CEP290	centrosomal protein 290	protein-coding
J3KQV8	J3KQV8_HUMAN	8867	9606	ENSG00000159082	SYNJ1	synaptojanin 1	protein-coding
M0QZC4	M0QZC4_HUMAN	55101	9606	ENSG00000105341	DMAC2	distal membrane arm assembly complex 2	protein-coding
M0QZM7	M0QZM7_HUMAN	27300	9606	ENSG00000198131	ZNF544	zinc finger protein 544	protein-coding
A0A0C4DG37	A0A0C4DG37_HUMAN	90594	9606	ENSG00000171291	ZNF439	zinc finger protein 439	protein-coding
A0A804HKW9	A0A804HKW9_HUMAN	51761	9606	ENSG00000132932	ATP8A2	ATPase phospholipid transporting 8A2	protein-coding
A0A7P0TAB5	A0A7P0TAB5_HUMAN	9734	9606	ENSG00000048052	HDAC9	histone deacetylase 9	protein-coding
A0A7P0Z457	A0A7P0Z457_HUMAN	55061	9606	ENSG00000143502	SUSD4	sushi domain containing 4	protein-coding
A0A5K1VW97	A0A5K1VW97_HUMAN	176	9606	ENSG00000157766	ACAN	aggrecan	protein-coding
A0A804HIQ0	A0A804HIQ0_HUMAN	5066	9606	ENSG00000145730	PAM	peptidylglycine alpha-amidating monooxygenase	protein-coding
A0A804HIV1	A0A804HIV1_HUMAN	607	9606	ENSG00000116128	BCL9	BCL9 transcription coactivator	protein-coding
A0A804HJB6	A0A804HJB6_HUMAN	775	9606	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	protein-coding
A0A6Q8PFP9	A0A6Q8PFP9_HUMAN	286183	9606	ENSG00000185942	NKAIN3	sodium/potassium transporting ATPase interacting 3	protein-coding
A0A0B4J1S9	A0A0B4J1S9_HUMAN	256380	9606	ENSG00000146285	SCML4	Scm polycomb group protein like 4	protein-coding
B6ZDN3	B6ZDN3_HUMAN	341019	9606	ENSG00000170959	DCDC1	doublecortin domain containing 1	protein-coding
A0A0A0MQX2	A0A0A0MQX2_HUMAN	57380	9606	ENSG00000124532	MRS2	magnesium transporter MRS2	protein-coding
B8ZZI7	B8ZZI7_HUMAN	57828	9606	ENSG00000099338	CATSPERG	cation channel sperm associated auxiliary subunit gamma	protein-coding
A0A0A0MRU4	A0A0A0MRU4_HUMAN	445571	9606	ENSG00000196873	CBWD3	COBW domain containing 3	protein-coding
I3L4Y1	I3L4Y1_HUMAN	29	9606	ENSG00000159842	ABR	ABR activator of RhoGEF and GTPase	protein-coding
A0A087WUH1	A0A087WUH1_HUMAN	80128	9606	ENSG00000163462	TRIM46	tripartite motif containing 46	protein-coding
A0A0G2JNH3	A0A0G2JNH3_HUMAN	102723532	9606	ENSG00000278178	LOC102723532	olfactory receptor 4N4-like	protein-coding
K7EP39	K7EP39_HUMAN	148268	9606	ENSG00000171827	ZNF570	zinc finger protein 570	protein-coding
A0A0J9YVS6	A0A0J9YVS6_HUMAN	105375355	9606	ENSG00000276184	UPK3B	uroplakin 3B	protein-coding
A0A1W2PQL8	A0A1W2PQL8_HUMAN	23443	9606	ENSG00000117620	SLC35A3	solute carrier family 35 member A3	protein-coding
A0A2R8YE10	A0A2R8YE10_HUMAN	11311	9606	ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog	protein-coding
A0A2R8YGX0	A0A2R8YGX0_HUMAN	2737	9606	ENSG00000106571	GLI3	GLI family zinc finger 3	protein-coding
B1AKP1	B1AKP1_HUMAN	10100	9606	ENSG00000134198	TSPAN2	tetraspanin 2	protein-coding
A0A804HIS2	A0A804HIS2_HUMAN	11183	9606	ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	protein-coding
E9PHG3	E9PHG3_HUMAN	150572	9606	ENSG00000115593	SMYD1	SET and MYND domain containing 1	protein-coding
A0A0A0MRG3	A0A0A0MRG3_HUMAN	7697	9606	ENSG00000197008	ZNF138	zinc finger protein 138	protein-coding
G8JLG8	G8JLG8_HUMAN	148345	9606	ENSG00000175262	C1orf127	chromosome 1 open reading frame 127	protein-coding
F8WA39	F8WA39_HUMAN	8776	9606	ENSG00000063601	MTMR1	myotubularin related protein 1	protein-coding
I3L3E8	I3L3E8_HUMAN	400569	9606	ENSG00000161920	MED11	mediator complex subunit 11	protein-coding
I3L1B5	I3L1B5_HUMAN	23322	9606	ENSG00000103494	RPGRIP1L	RPGRIP1 like	protein-coding
A0A087X0W8	A0A087X0W8_HUMAN	5970	9606	ENSG00000173039	RELA	RELA proto-oncogene, NF-kB subunit	protein-coding
A0A075B749	A0A075B749_HUMAN	9659	9606	ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein	protein-coding
B8ZZV9	B8ZZV9_HUMAN	80219	9606	ENSG00000115520	COQ10B	coenzyme Q10B	protein-coding
Q5JY65	Q5JY65_HUMAN	51340	9606	ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	protein-coding
A0A804HK10	A0A804HK10_HUMAN	11011	9606	ENSG00000146872	TLK2	tousled like kinase 2	protein-coding
F5H1T4	F5H1T4_HUMAN	2064	9606	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	protein-coding
A0A087WUX9	A0A087WUX9_HUMAN	367	9606	ENSG00000169083	AR	androgen receptor	protein-coding
A0A087WWW9	A0A087WWW9_HUMAN	8915	9606	ENSG00000142867	BCL10	BCL10 immune signaling adaptor	protein-coding
A0A075B6F9	A0A075B6F9_HUMAN	51070	9606	ENSG00000142546	NOSIP	nitric oxide synthase interacting protein	protein-coding
A8MZH0	A8MZH0_HUMAN	11027	9606	ENSG00000239998	LILRA2	leukocyte immunoglobulin like receptor A2	protein-coding
A0A087WUM5	A0A087WUM5_HUMAN	152007	9606	ENSG00000122694	GLIPR2	GLI pathogenesis related 2	protein-coding
A0A087WWT4	A0A087WWT4_HUMAN	83882	9606	ENSG00000182612	TSPAN10	tetraspanin 10	protein-coding
A0A087WZW1	A0A087WZW1_HUMAN	1208	9606	ENSG00000137392	CLPS	colipase	protein-coding
A0A087X1Q1	A0A087X1Q1_HUMAN	7157	9606	ENSG00000141510	TP53	tumor protein p53	protein-coding
A0A087WVN2	A0A087WVN2_HUMAN	203328	9606	ENSG00000157303	SUSD3	sushi domain containing 3	protein-coding
A0A0A0MQT4	A0A0A0MQT4_HUMAN	79269	9606	ENSG00000122741	DCAF10	DDB1 and CUL4 associated factor 10	protein-coding
C9JNP8	C9JNP8_HUMAN	55486	9606	ENSG00000175193	PARL	presenilin associated rhomboid like	protein-coding
C9JER5	C9JER5_HUMAN	130752	9606	ENSG00000138400	MDH1B	malate dehydrogenase 1B	protein-coding
A0A0A0MR67	A0A0A0MR67_HUMAN	775	9606	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	protein-coding
F8VUB4	F8VUB4_HUMAN	4848	9606	ENSG00000111596	CNOT2	CCR4-NOT transcription complex subunit 2	protein-coding
H0YNS4	H0YNS4_HUMAN	80213	9606	ENSG00000184277	TM2D3	TM2 domain containing 3	protein-coding
A0A087WYM5	A0A087WYM5_HUMAN	9786	9606	ENSG00000100578	KIAA0586	KIAA0586	protein-coding
A0A087WUE3	A0A087WUE3_HUMAN	4194	9606	ENSG00000198625	MDM4	MDM4 regulator of p53	protein-coding
A0A1W2PPY5	A0A1W2PPY5_HUMAN	3778	9606	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
Q5SZG2	Q5SZG2_HUMAN	126626	9606	ENSG00000143458	GABPB2	GA binding protein transcription factor subunit beta 2	protein-coding
G3V325	G3V325_HUMAN	100526740	9606	ENSG00000248919	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough	protein-coding
H9KVB3	H9KVB3_HUMAN	340990	9606	ENSG00000188162	OTOG	otogelin	protein-coding
A0A0A0MTM3	A0A0A0MTM3_HUMAN	10370	9606	ENSG00000164442	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	protein-coding
F6TDL0	F6TDL0_HUMAN	110117499	9606	ENSG00000278139	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough	protein-coding
F8VV63	F8VV63_HUMAN	374470	9606	ENSG00000179088	C12orf42	chromosome 12 open reading frame 42	protein-coding
A0A5F9ZHL6	A0A5F9ZHL6_HUMAN	63982	9606	ENSG00000134343	ANO3	anoctamin 3	protein-coding
